2020	8	27	00	14.8	132.3	1004	0	2	
2020	8	27	06	15.4	132.1	1002	0	2	
2020	8	27	12	16.1	131.9	1002	0	2	
2020	8	27	18	16.8	131.8	1000	0	2	
2020	8	28	00	17.4	131.1	1000	0	2	
2020	8	28	06	17.2	130.2	996	35	3	
2020	8	28	12	16.7	130.0	994	40	3	
2020	8	28	18	16.5	129.7	990	50	4	
2020	8	29	00	16.5	129.6	985	55	4	
2020	8	29	06	16.7	129.3	985	55	4	
2020	8	29	12	17.0	129.0	975	65	5	
2020	8	29	18	17.0	129.0	970	70	5	
2020	8	30	00	17.2	129.0	965	75	5	
2020	8	30	06	18.4	129.0	965	75	5	
2020	8	30	12	19.3	129.0	955	80	5	
2020	8	30	18	20.7	128.9	955	80	5	
2020	8	31	00	22.4	128.4	955	80	5	
2020	8	31	03	23.3	128.2	955	80	5	
2020	8	31	06	24.2	127.6	955	80	5	
2020	8	31	09	24.5	127.2	955	80	5	
2020	8	31	12	25.0	127.1	950	85	5	
2020	8	31	15	25.5	126.8	950	85	5	
2020	8	31	18	26.1	126.5	940	90	5	
2020	8	31	21	26.5	126.2	940	90	5	
2020	9	1	00	26.9	126.0	935	95	5	
2020	9	1	03	27.3	125.9	935	95	5	
2020	9	1	06	27.6	126.1	935	95	5	
2020	9	1	09	28.1	126.2	935	95	5	
2020	9	1	12	28.4	126.3	935	95	5	
2020	9	1	15	28.9	126.5	940	90	5	
2020	9	1	18	29.4	126.6	940	90	5	
2020	9	1	21	30.0	126.6	945	85	5	
2020	9	2	00	30.5	126.7	945	85	5	
2020	9	2	03	31.2	126.9	945	85	5	
2020	9	2	06	31.7	127.1	950	80	5	
2020	9	2	09	32.6	127.7	950	80	5	
2020	9	2	12	33.2	127.9	950	80	5	
2020	9	2	15	34.1	128.3	950	80	5	
2020	9	2	18	35.5	128.8	955	75	5	
2020	9	2	21	37.0	129.4	960	70	5	
2020	9	3	00	38.8	129.7	965	65	5	
2020	9	3	06	42.3	129.1	976	0	6	
2020	9	3	12	45.6	127.4	976	0	6	
2020	9	3	18	47.0	125.3	976	0	6	
2020	9	4	00	48.1	124.1	976	0	6	
2020	9	4	06	48.9	123.4	978	0	6	
2020	9	4	12	48.9	123.1	982	0	6	
2020	9	4	18	49.5	123.3	988	0	6	
2020	9	5	00	50.6	124.0	992	0	6	
2020	9	5	06	51.6	124.8	996	0	6	
2020	9	5	12	52.4	125.7	1000	0	6	
2020	9	5	18	52.9	126.4	1002	0	6	
2020	9	6	00	53.1	126.9	1004	0	6	
2020	9	6	06	53.0	127.3	1006	0	6	
2020	9	6	12	52.6	128.6	1008	0	6	
2020	9	6	18	52.0	130.1	1010	0	6	
2020	9	7	00	51.9	132.1	1012	0	6	
