2020	8	30	12	24.9	145.5	1008	0	2	
2020	8	30	18	24.5	145.9	1008	0	2	
2020	8	31	00	23.9	146.1	1006	0	2	
2020	8	31	06	23.2	146.1	1004	0	2	
2020	8	31	12	22.6	145.9	1002	35	3	
2020	8	31	18	22.1	145.6	1000	35	3	
2020	9	1	00	21.2	144.8	1000	35	3	
2020	9	1	06	20.9	144.5	996	40	3	
2020	9	1	12	20.5	144.0	992	45	3	
2020	9	1	18	20.0	143.3	985	50	4	
2020	9	2	00	19.4	142.5	980	55	4	
2020	9	2	06	19.3	141.5	970	65	5	
2020	9	2	12	19.7	140.4	965	70	5	
2020	9	2	18	20.0	139.4	965	70	5	
2020	9	3	00	20.2	138.5	960	75	5	
2020	9	3	06	20.6	137.5	950	80	5	
2020	9	3	12	21.0	136.6	945	85	5	
2020	9	3	18	21.2	135.8	925	95	5	
2020	9	4	00	21.8	135.1	920	100	5	
2020	9	4	06	22.3	134.3	915	100	5	
2020	9	4	12	22.7	133.5	910	105	5	
2020	9	4	18	23.2	132.6	910	105	5	
2020	9	4	21	23.5	132.3	910	105	5	
2020	9	5	00	24.0	132.0	915	100	5	
2020	9	5	03	24.2	131.6	915	100	5	
2020	9	5	06	24.7	131.5	920	100	5	
2020	9	5	09	25.0	131.2	920	100	5	
2020	9	5	12	25.4	131.0	920	100	5	
2020	9	5	15	25.8	130.9	920	100	5	
2020	9	5	18	26.4	130.9	925	95	5	
2020	9	5	21	27.1	130.8	925	95	5	
2020	9	6	00	27.7	130.5	930	90	5	
2020	9	6	03	28.5	130.3	930	90	5	
2020	9	6	06	29.4	130.1	930	90	5	
2020	9	6	09	30.3	129.8	935	90	5	
2020	9	6	12	31.0	129.4	940	85	5	
2020	9	6	15	31.9	129.2	945	85	5	
2020	9	6	18	32.9	129.0	945	85	5	
2020	9	6	21	34.1	129.1	950	80	5	
2020	9	7	00	35.5	129.2	960	70	5	
2020	9	7	03	36.9	129.3	970	60	4	
2020	9	7	06	38.4	129.1	970	55	4	
2020	9	7	12	39.8	128.9	975	45	3	
2020	9	7	18	42.2	129.0	986	0	6	
2020	9	8	00	44.0	128.3	990	0	6	
2020	9	8	06	45.3	127.9	990	0	6	
2020	9	8	12	45.8	127.1	992	0	6	
2020	9	8	18	45.8	127.1	994	0	6	
2020	9	9	00	45.6	126.9	998	0	6	
2020	9	9	06	45.4	126.8	1000	0	6	
2020	9	9	12	44.7	125.5	1002	0	6	
2020	9	9	18	43.6	125.1	1002	0	6	
2020	9	10	00	42.9	124.4	1004	0	6	
2020	9	10	06	42.0	124.0	1006	0	6	
