2021	4	13	00	7.1	139.9	1006	30	2	
2021	4	13	03	7.3	139.7	1004	30	2	
2021	4	13	06	7.2	139.3	1004	30	2	
2021	4	13	09	7.2	138.9	1004	30	2	
2021	4	13	12	7.3	138.6	1006	30	2	
2021	4	13	15	7.6	138.4	1004	30	2	
2021	4	13	18	7.8	137.5	1002	35	3	
2021	4	13	21	8.0	137.2	1002	35	3	
2021	4	14	00	8.2	137.0	1000	40	3	
2021	4	14	03	8.3	136.9	1000	40	3	
2021	4	14	06	8.5	136.9	998	40	3	
2021	4	14	09	8.6	136.9	998	40	3	
2021	4	14	12	8.7	136.7	998	40	3	
2021	4	14	15	8.7	136.4	998	40	3	
2021	4	14	18	8.6	136.6	994	45	3	
2021	4	14	21	8.6	136.5	994	45	3	
2021	4	15	00	8.6	136.5	992	50	4	
2021	4	15	03	8.5	136.3	992	50	4	
2021	4	15	06	8.7	136.1	990	50	4	
2021	4	15	09	8.7	135.9	990	50	4	
2021	4	15	12	8.6	135.9	990	50	4	
2021	4	15	15	8.6	135.5	990	50	4	
2021	4	15	18	8.6	135.4	980	60	4	
2021	4	15	21	8.5	135.3	980	60	4	
2021	4	16	00	8.7	134.6	975	65	5	
2021	4	16	03	9.0	134.2	975	65	5	
2021	4	16	06	9.1	133.8	975	65	5	
2021	4	16	09	9.2	133.5	975	65	5	
2021	4	16	12	9.4	133.1	965	75	5	
2021	4	16	15	9.7	132.7	965	75	5	
2021	4	16	18	10.0	132.1	950	85	5	
2021	4	16	21	10.3	131.8	950	85	5	
2021	4	17	00	10.7	131.1	935	95	5	
2021	4	17	03	11.0	130.6	935	95	5	
2021	4	17	06	11.4	130.2	925	100	5	
2021	4	17	09	11.7	129.8	925	100	5	
2021	4	17	12	12.1	129.3	905	110	5	
2021	4	17	15	12.2	128.8	905	110	5	
2021	4	17	18	12.6	128.4	895	120	5	
2021	4	17	21	13.0	128.1	895	120	5	
2021	4	18	00	13.1	127.7	895	120	5	
2021	4	18	03	13.4	127.4	895	120	5	
2021	4	18	06	13.4	127.1	900	115	5	
2021	4	18	09	13.5	126.9	900	115	5	
2021	4	18	12	13.5	126.8	900	115	5	
2021	4	18	15	13.7	126.7	900	115	5	
2021	4	18	18	13.9	126.6	900	115	5	
2021	4	18	21	14.1	126.5	900	115	5	
2021	4	19	00	14.1	126.3	900	115	5	
2021	4	19	03	14.3	126.3	900	115	5	
2021	4	19	06	14.5	126.3	905	110	5	
2021	4	19	09	14.7	126.3	905	110	5	
2021	4	19	12	14.8	126.3	915	105	5	
2021	4	19	15	15.0	126.3	915	105	5	
2021	4	19	18	15.1	126.3	925	100	5	
2021	4	19	21	15.3	126.2	925	100	5	
2021	4	20	00	15.5	126.1	935	95	5	
2021	4	20	03	15.7	126.1	935	95	5	
2021	4	20	06	15.9	126.0	935	95	5	
2021	4	20	12	16.5	125.8	935	95	5	
2021	4	20	15	16.8	125.7	935	95	5	
2021	4	20	18	16.9	125.5	940	90	5	
2021	4	20	21	17.2	125.3	940	90	5	
2021	4	21	00	17.4	125.2	940	90	5	
2021	4	21	03	17.7	125.1	940	90	5	
2021	4	21	06	18.1	125.0	940	90	5	
2021	4	21	09	18.4	124.9	940	90	5	
2021	4	21	12	18.7	124.8	940	90	5	
2021	4	21	15	19.0	124.8	940	90	5	
2021	4	21	18	19.3	124.8	940	90	5	
2021	4	21	21	19.5	124.8	940	90	5	
2021	4	22	00	19.7	124.9	940	90	5	
2021	4	22	03	20.0	125.1	940	90	5	
2021	4	22	06	20.3	125.4	950	85	5	
2021	4	22	09	20.4	125.8	950	85	5	
2021	4	22	12	20.9	126.2	950	85	5	
2021	4	22	15	21.2	126.6	950	85	5	
2021	4	22	18	21.3	127.2	955	80	5	
2021	4	22	21	22.0	127.9	965	75	5	
2021	4	23	00	22.8	128.6	970	70	5	
2021	4	23	03	22.9	128.6	970	70	5	
2021	4	23	06	23.2	128.9	975	65	5	
2021	4	23	09	23.2	129.2	975	65	5	
2021	4	23	12	23.4	129.8	985	55	4	
2021	4	23	15	23.4	130.2	985	55	4	
2021	4	23	18	23.4	130.5	985	55	4	
2021	4	23	21	23.2	130.7	985	55	4	
2021	4	24	00	23.0	131.1	990	50	4	
2021	4	24	03	23.0	131.4	990	50	4	
2021	4	24	06	22.8	131.8	992	45	3	
2021	4	24	09	22.7	132.3	992	45	3	
2021	4	24	12	22.7	132.7	992	45	3	
2021	4	24	15	22.1	133.3	996	40	3	
2021	4	24	18	21.9	133.7	996	40	3	
2021	4	24	21	21.6	134.9	996	40	3	
2021	4	25	00	22.0	136.0	998	35	6	
